202619_s_at,5.647255258,3.14882933,2.988041127,3.037807577,2.971838868,3.159523184,3.262843737,3.134601547,3.139803851,3.088662551,2.982132673,6.570924625,6.63673649,7.193041661,6.146778015,5.321006168,5.35021835,6.242077761,3.12938956,3.034500701,3.496655853,3.126478856,3.105598436,3.257869189,3.175751361,3.01039633,3.671980904,3.197288092,3.134681708,3.907344205,3.064630406,3.11047116,3.172846576,3.136906689,3.124828176,3.160420515,3.408357169,3.12782083,2.894746274,3.095017129,2.993260396,3.202190019,3.194587125,3.132880024,3.149702517,3.118852869,3.127961296,3.195641926,3.088227605,3.165874934,3.051583312,3.098242087,3.862937397,3.148965629,5.680640328,7.007503773,6.812897329,7.513721032,7.011598857,5.851946117,6.21998576,6.958809594,5.958829992,5.440855305
205253_at,2.685734092,2.240991258,2.155704365,2.174792466,2.138179659,2.224674559,2.213187348,2.2157588,2.23644021,2.196262646,2.158311649,3.441688309,2.375858704,2.266650261,2.466502447,2.88825221,2.380616702,2.506447573,2.206098569,2.123462494,2.166230574,2.233659343,2.210572009,2.257958226,2.240169191,2.103004114,2.242358189,2.27700393,2.1582163,2.206555731,2.159575379,2.209783079,2.223577806,2.22953634,2.194257676,2.239752042,2.253002695,2.235042213,2.019537581,2.186968501,2.085029909,2.266341097,2.27369582,2.210809734,2.202921087,2.221857541,2.116436272,2.275586089,2.223498645,2.219854452,2.1506507,2.173261223,2.207515297,2.226105169,2.8275868,2.213017816,2.362635107,3.795217524,2.296563811,2.713031447,2.167249287,3.1554999,2.217867177,2.204917199
204749_at,7.00651352,3.255968272,3.181546936,3.564618917,3.371276709,3.215938958,3.475314256,3.231281346,3.418929484,3.199191065,3.193099552,7.994205903,8.017737187,7.198295718,6.818628072,6.67662503,3.456096672,7.444671014,3.095590058,2.863337427,3.068233084,3.124982358,3.097471601,3.418609667,3.59782946,2.780416658,3.143300419,3.19361926,2.91222659,3.20328878,2.922797082,2.938693158,3.115670893,3.122527202,4.857305126,3.280003584,3.284238925,3.144587695,2.624575169,2.961244577,2.759132901,3.289355659,3.200889498,3.102491516,3.089099381,3.239902905,3.154197035,3.238912372,3.15367197,3.166464842,3.302678269,2.946001062,3.231538805,3.072037196,8.320143388,7.970349073,8.837771607,8.551119065,8.458168698,9.143736481,8.022392677,8.60777954,8.642878419,8.041092713
210976_s_at,8.857992192,7.445767643,7.910641398,6.944103538,7.485236379,8.239375001,7.595792596,7.409983419,6.949379355,7.415070777,7.748044075,8.716520989,8.703555522,8.408471874,8.184756264,8.131001845,7.985420248,9.146094974,6.206406308,4.501209925,4.956250048,4.577366009,4.568727828,4.591856614,4.580246078,6.65232541,4.610162075,5.493963299,4.996807637,5.004396363,4.528592272,4.567683087,4.921469662,4.573184097,6.102852031,5.135669169,4.657671695,5.857450253,6.342678429,4.560476902,6.135798482,4.658895898,4.675285479,4.558865845,4.551640033,4.586659594,4.927815719,4.610753849,5.446905495,5.435985651,5.428112844,4.556972708,5.277512086,4.74315041,8.237811816,8.006057876,8.141696897,7.493549541,7.794757425,8.019592603,8.226642057,8.40332757,8.507489862,8.48307623
212372_at,7.386540661,7.490821297,8.6357114,7.669815215,7.889094729,8.946607733,8.235111336,7.739240294,7.480546656,7.760679647,8.012980248,8.170101517,8.295330675,9.03755395,7.998073693,8.769842264,7.901948629,8.511662981,3.797767962,3.079552323,3.335992847,3.160570123,4.780921437,3.378855123,3.16579889,3.16696879,3.705414453,3.186891514,3.414525002,3.7784035,3.894792867,3.672674084,3.169042743,4.655694529,6.327108664,3.203360491,3.715883331,3.686700048,3.002226048,6.528131162,6.075106521,3.211095214,5.980241647,3.140515736,3.118030847,3.149027346,3.071086431,3.254183835,3.409168326,3.632888201,3.09686591,3.12612082,3.141934628,3.219118893,7.929855467,8.94577803,8.036133324,8.096415125,8.694791527,8.491738124,8.978248219,8.806708198,8.297168843,8.015848509
205984_at,7.522820166,2.584359781,2.480360173,2.412677768,3.052060175,2.574338486,2.543987238,2.543301798,2.598174878,2.48446315,2.57185069,9.831030294,10.44712313,8.92695221,8.996416548,8.141785378,6.998436902,8.381876029,2.527102143,2.413125018,2.456114167,2.557504578,2.545833871,5.928015819,3.349119409,2.331896115,2.596027883,2.582220959,7.827730406,8.154308949,2.443863797,2.52292521,2.562769268,2.590344214,2.650029882,2.587137121,2.682428417,2.551770435,2.268147907,2.628302442,2.468783983,2.655350932,2.562523541,4.942833033,2.503329502,2.527429444,2.453965166,2.61803053,2.543187601,2.533322612,2.510830027,2.471907849,2.514838323,2.520074582,9.650814436,9.764723819,10.15616717,9.239831307,10.1904369,9.687206043,9.35684698,9.888016364,10.48970607,9.086163176
202765_s_at,2.330584209,2.383988438,2.265167317,2.245186349,2.210962492,2.376397772,2.304756551,2.344035943,2.359453344,2.325474705,2.262881388,2.397130439,2.92363789,3.266274255,3.096301473,2.802698233,2.496240203,2.305462196,2.356443302,2.279898492,2.334462443,2.352389299,2.368534185,2.393382584,2.383783453,2.29740379,2.444337091,2.377100389,2.293414016,2.342647828,2.304994055,2.35124155,2.596554931,2.372917192,3.162677038,2.443489128,2.652224868,2.405713831,2.24621426,2.331816369,2.250292535,2.383048473,2.386605042,2.350282883,2.326788476,2.315551434,2.28663908,2.389802544,2.331208067,2.34441463,2.288665289,2.320206876,2.335269755,2.33222462,2.795270417,3.246018069,3.986416029,5.06573685,3.688730767,3.780186835,3.536507023,4.669063611,2.856028605,2.596343849
213122_at,7.716251001,4.433508426,4.821785055,5.845728005,4.832108679,5.983181412,5.035639398,5.181441834,5.002469486,4.960996586,5.229238137,7.624195407,8.479096456,8.007679352,7.33632958,7.622999676,5.83150549,7.06202673,3.980584426,3.641984375,3.771854607,3.886980539,3.995956073,4.079090071,3.908112407,3.663743459,4.05093408,4.136225504,6.806339057,3.810846566,3.923837669,3.991299149,4.174708137,4.037359752,3.995367518,4.18851267,4.30538534,4.029273393,7.805389354,3.461896413,3.564599283,4.055465128,3.999972037,3.720421564,3.700302894,4.027675664,3.938674251,4.213540339,3.985813548,4.022633089,3.672968975,3.776371026,4.190980201,4.53044249,8.318670563,8.149842264,8.784433241,8.470757259,8.404065781,8.353189932,8.345062469,8.40516269,8.520591985,8.435620204
219855_at,4.948905954,3.56271817,3.41092708,3.606927714,3.921106377,3.914464201,3.628293791,3.515636345,3.685721322,3.608041374,3.636994618,5.818951416,5.180474219,4.806527729,5.284056326,5.230353116,4.919723438,4.995716883,3.699901589,3.245811154,3.474321773,3.600811044,3.675106772,3.871378381,3.76289464,3.334478511,3.916829682,3.89150802,3.329834545,3.595566446,3.557104491,3.390613262,3.692047972,3.82632889,3.492396975,3.811165989,4.381448001,3.627991211,3.290170713,3.467605867,3.247477033,4.138110358,3.854115668,3.508565655,3.303714366,3.516877411,3.399460395,3.569979556,3.640905002,3.533393238,3.536869728,3.291461594,3.632640383,3.520307809,5.707978682,5.285003269,6.75624123,6.35984554,6.531479632,6.134412232,7.325455662,6.121447721,5.258681667,6.345215082
207532_at,6.707440867,4.284454085,4.319315895,4.317834773,4.002034009,4.37451149,4.158888929,4.109667713,4.123493434,4.42910634,4.176060354,6.465644151,7.002315734,6.856692746,5.310718969,5.862431706,5.648049592,5.743872128,4.359401859,4.079529504,4.991273302,4.513608788,4.875934716,4.582776775,4.421320933,4.359410097,4.450446279,4.218724376,5.295289466,4.527400687,5.797094845,4.327480427,4.385527331,4.872721383,4.351212507,4.516032496,4.581979192,4.119092292,4.266769424,4.494744144,4.164674903,4.590970993,5.487681729,4.106371422,4.092971674,4.399841835,3.512093493,4.611793061,4.084334296,4.113358268,3.945593746,4.089559996,4.106572434,4.118529194,6.962082926,5.845279106,6.570958301,6.031268972,6.265004486,7.297514784,5.880326192,6.408352037,6.151803373,6.831686417
