204122_at,5.37079963,11.96902642,11.88426265,11.70887627,11.85352049,10.98644999,11.3293071,11.66781396,11.5560897,11.95988338,11.70225278,4.829485337,4.785209951,4.694216009,6.337352536,3.749537802,5.519820721,5.293543183,9.335441254,12.97419995,9.134364605,11.80770051,9.853252529,11.54766038,10.37881874,11.5573689,12.8499545,12.04944588,11.32939573,9.998291897,11.12727363,10.32257605,10.51880198,9.636908261,10.40355692,11.26474663,12.82743182,13.15695358,12.57019675,10.90410347,8.82939262,8.863907733,10.35354997,10.28122597,13.51445528,13.33853771,12.92986862,13.46956462,13.60779161,13.20193583,13.45598463,13.37747428,13.64146988,13.40060832,8.172748804,7.293915394,7.120300257,7.28452316,7.991000945,7.243000658,7.381414787,6.086962699,7.705936652,8.703694234
201105_at,9.337406085,12.33843272,11.48218209,11.92748113,11.8170307,11.33743511,11.58179278,11.42950163,11.58975054,11.6104133,11.67764433,7.47607456,7.861834216,8.029704047,9.138453884,7.533047827,8.758170284,9.604357429,10.42237838,12.70139789,10.84890858,13.37660179,11.30015162,13.33605587,13.27075266,12.75078568,13.03817196,12.50917796,8.839434605,9.657922426,11.75497257,12.65336886,11.24957665,10.31491807,12.14471721,12.85745158,13.1316093,12.56304089,13.23770486,11.93317246,12.63481486,12.95488628,13.03311616,12.79944214,9.895259039,10.62872143,10.31506067,10.70104848,9.285517398,10.12402684,10.26360373,10.30510097,10.62099463,9.624132449,9.375789171,9.685662642,9.361332564,7.373187278,9.610357534,9.084096128,9.993452931,8.949796182,7.811946253,8.329652255
202545_at,4.797361014,7.375828042,6.471447996,6.906682102,7.49973618,6.860747788,6.669552917,7.250517454,7.660850876,7.401835654,7.355907812,5.099165423,5.037071011,4.568399667,4.773339631,3.854098759,4.681794233,4.47711043,6.734907159,8.623498577,7.55545801,8.729863362,6.982727413,5.767300532,6.045106519,8.678058767,7.629715627,8.447773436,6.029178337,5.653319372,7.573689483,6.575592226,6.546961932,6.989539311,5.447902021,9.027989543,8.39500486,9.298990838,9.267842488,8.109894827,7.509997448,6.539538139,8.831945393,5.80333735,10.33738712,9.625643293,9.357385345,9.146285913,10.09067685,9.876542837,9.531899035,9.510730805,9.189582463,10.0101493,3.618506473,3.618629116,3.683547134,3.530773363,4.803612649,3.575011394,3.86236308,4.808945485,4.057167431,3.945614195
205786_s_at,5.287169948,10.23258634,10.43451858,9.919106973,10.03276371,10.05477672,10.5684554,9.432374306,10.36414768,10.18125209,10.53408666,4.615041303,5.267938088,5.893117007,5.822506945,5.931394599,6.461513059,5.47426856,8.677815794,10.61189712,8.052546635,10.16447048,8.115412372,9.291348104,7.25459968,8.972325714,10.55398111,8.802150537,7.385573051,8.18336273,6.665146775,7.677004138,7.458375353,6.329421235,6.628357575,8.067687995,10.38274084,10.63485442,11.03944324,9.79709891,7.210974213,8.683551679,8.340683708,8.618933904,10.86704755,10.58850693,10.43998023,10.44099134,11.10890916,10.61280841,10.75974625,11.3609908,10.60393765,10.59477462,4.238406181,6.05742318,4.899474593,6.133550851,6.209087639,5.921669251,6.055670388,4.09610743,6.047029237,6.185010562
202803_s_at,9.095420522,11.78905294,11.21779185,11.37178997,11.71260821,11.28661414,11.64720727,11.70642932,11.38065193,12.02483766,11.7744804,8.235149766,8.959186929,8.773378159,9.032631893,8.049455779,8.225636728,8.038804162,10.04912514,12.29914371,11.2127861,12.55762296,10.28695555,11.19630438,10.76528578,11.97248644,12.61075227,11.79651912,10.62888294,10.41216145,9.966951118,10.29541227,10.13451445,9.196215329,11.21544694,10.11332881,12.81272773,12.79442619,11.71624038,11.29998411,10.65963706,7.100507109,11.65963323,10.79004615,12.94222431,12.32648349,12.27544126,12.3846844,12.89023096,12.71270387,12.29861271,12.62303936,12.30454893,12.95899059,7.865452725,7.556704569,8.456896809,8.252607829,8.789077471,8.086936582,8.515623369,8.142805771,8.167130029,8.783239203
204647_at,3.193928878,4.264980155,5.248935593,4.1010734,5.304041161,4.414366088,4.163795909,5.402492283,5.331619305,4.590298731,4.661344218,3.246166659,3.332108449,3.261488082,2.700541569,2.922868929,2.92274259,3.82550069,5.580245106,6.504599823,8.493087189,8.883732929,7.980861539,3.268227037,4.13980489,8.882326706,9.0811062,6.685593735,4.071474852,7.084774361,9.168841961,6.624726907,7.31606856,6.562570368,3.383834504,6.080445707,10.32320521,9.885178364,7.721224652,5.403369989,7.202194807,6.890915322,5.955841376,2.693155159,6.055271261,4.423719247,6.261917497,4.458418372,4.546164782,5.116825033,4.941538548,6.135761301,6.055700692,5.208772904,2.747644888,3.195581228,2.981011859,2.630883722,2.708765127,2.666353837,3.134175137,3.11560624,3.212732073,3.190600714
206120_at,6.434799445,7.570126629,6.71821569,7.12216884,7.674121775,7.041361236,6.567741315,7.102553974,7.501347734,7.868266108,7.706838209,5.723286108,6.532792847,6.363737475,6.659883092,5.667833763,5.705307577,6.830723166,7.513014867,9.173655581,9.131921107,8.18909806,8.146314567,6.885725464,9.126258662,8.870614533,7.554471014,8.9477744,9.025363366,5.537391365,7.171895616,7.777436468,8.24551563,7.870034139,9.481716272,8.426647038,9.272885082,9.121807331,8.143144204,9.618046316,7.791228785,10.16536894,7.719201126,4.950721017,7.841002245,8.020024581,8.172199815,8.228983118,7.487748024,7.462828179,8.093660046,8.453147456,8.264192446,8.158663893,5.623314525,5.619908845,5.162143284,5.458471827,4.96004115,5.354676065,5.508499177,5.500210997,5.489875963,5.41830221
202191_s_at,5.367126556,7.626494682,8.80699391,8.985942452,8.452839521,8.084639863,8.72904724,8.428382187,8.633730826,8.620228021,8.905331678,4.545628637,4.852848741,4.727389898,5.414497178,3.797874043,4.339535284,3.158103748,7.794139427,8.225258862,9.212521662,9.894286039,7.887660447,10.08528421,7.108736371,8.128068856,9.366023194,7.193471273,5.576136121,7.444569884,6.450369231,9.082148077,8.096943814,7.255250708,5.801540594,7.281730358,9.749550229,9.811514289,7.681113031,8.951006275,7.827072315,8.91978779,8.09657415,8.325693535,8.307972686,8.675096689,8.95488346,7.61726916,7.536929595,7.921165144,7.685245972,7.228325199,8.454585994,7.922603089,7.080175643,6.261995503,5.174703905,6.120622203,6.533928567,6.075690028,5.752346352,6.386060034,6.94629959,7.555298139
201666_at,7.954178151,9.373810512,9.579116649,9.316263265,9.971334065,8.531926283,9.270138262,9.519851413,9.187380443,10.06663195,10.06475076,8.147081803,7.091592925,8.173655277,8.044038356,8.365326789,7.312121716,8.7916874,9.092601288,10.29278996,10.7956252,10.14007917,9.637707978,10.46059865,9.784722462,10.31703419,11.16422861,10.51004619,10.16943858,10.02268794,7.474222784,9.085793538,9.995579682,8.77363925,10.28078955,8.760945332,10.58576696,10.41610105,11.36897659,10.72406697,10.14519649,10.91115423,10.01107484,8.089610105,9.951989524,8.10915378,8.971686064,9.526400891,9.358632456,9.726310269,9.632529798,9.813004123,10.05073925,9.206365094,8.223419878,8.334268243,7.973547818,7.732386948,8.51501235,7.75715562,8.52971223,7.417896818,7.725695486,7.705981522
1405_i_at,3.646303109,8.817891552,11.4248793,10.74738082,9.296043108,9.53150669,8.285160496,9.769919327,9.774610531,9.861812261,9.715988033,4.167416133,3.991009812,3.887295375,4.662554111,3.650969573,4.048667128,4.22995485,5.175507253,5.485494512,6.507298751,8.23080152,6.098984338,8.559840772,5.365182706,5.574497875,5.51798173,6.966643391,7.339138016,9.590499555,6.303218373,6.307872679,6.221229341,5.951511089,7.674012945,7.881120608,7.837008617,7.541833455,10.37091643,7.849273167,9.844218467,7.158671727,7.45829391,7.895738803,10.27440822,9.450263508,9.290226433,8.201299154,8.944761148,10.23373039,9.687495131,9.668589467,9.817906108,10.66656149,4.783780545,4.064858089,3.463253284,6.547451764,4.240163384,3.125075882,3.479673648,4.097930957,4.809753309,4.723642115
