2.009,7.779,4.7438,6.8711,7.389,6.6526,3.3798,5.4901,5.9001,5.8577,6.1575,2.2486,2.1727,3.058,2.2283,2.0379,2.25,2.1735,6.2194,10.908,2.1917,2.4886,2.1761,2.4983,2.3164,7.0354,2.4967,6.6406,1.9691,2.1306,2.1842,2.6586,2.0759,2.2218,2.0234,8.4784,2.4841,6.8932,9.0269,2.2023,2.4438,2.2585,4.5979,5.2318,7.2,6.4946,8.7604,7.3037,7.4312,8.2302,6.7489,8.5719,7.5828,7.2177,2.047,2.032,2.005,1.9576,2.1952,2.1481,2.146,2.1615,2.037,2.5456
2.0094,2.1581,2.0996,2.0889,2.239,2.1503,2.1568,2.1263,2.1822,2.1208,2.0609,2.1759,2.0946,2.1798,2.0918,2.1132,2.4634,2.0997,2.1636,2.0995,2.0698,2.2361,2.1772,3.2806,2.1591,2.028,2.2654,2.5143,2.0335,2.1269,2.1187,2.1428,2.1756,2.2886,2.1293,3.2536,2.4724,2.5744,1.9129,2.0821,1.969,2.1848,2.2234,2.1535,2.111,2.1483,2.1027,2.1835,2.261,2.1553,2.0552,2.055,2.1379,2.1349,2.1528,2.1334,2.0523,1.9583,2.036,2.0776,2.0313,2.1094,2.1467,2.089
2.0219,2.1085,2.0124,2.0393,2.0021,2.1043,2.0881,2.0843,2.1097,2.0693,2.0137,2.1463,2.0731,2.0722,2.0616,2.0613,2.161,2.0543,2.4872,1.9415,2.0355,1.9821,2.1758,2.1497,2.1408,2.0152,2.1104,2.1197,2.0338,2.0757,2.0494,2.9547,1.9892,2.0928,2.4435,2.108,2.1467,2.1077,1.9398,2.0608,2.3408,2.1415,2.1372,2.0777,2.0837,2.1963,2.022,2.1717,2.061,2.1142,2.0539,2.0454,2.0806,2.1222,3.4696,4.4716,5.4929,3.7285,4.9682,3.9542,3.9376,3.8236,3.6759,4.3522
2.0454,6.9551,7.2691,7.003,7.5016,7.1939,7.1708,6.1198,6.6201,6.1387,6.0427,1.6763,2.0608,2.0617,2.039,1.2274,2.0486,1.8528,2.1322,7.2325,2.1756,8.4167,2.0599,5.7833,2.2126,5.7777,7.6093,6.4817,2.164,2.0457,3.9574,2.2025,2.2051,2.0749,1.0883,5.8657,9.418,10.144,8.1813,2.6948,2.1495,2.1129,6.3517,3.4906,10.134,10.127,9.8493,9.8016,11.112,10.405,10.383,10.277,10.152,11.067,2.147,2.0603,2.036,1.9905,2.3875,2.1614,2.093,1.6405,2.1351,2.4968
2.0481,3.1194,3.1425,2.0851,2.0577,3.2355,4.5839,2.366,3.2495,2.107,2.1641,2.1368,2.1053,2.107,2.0985,2.1109,2.1395,2.0658,2.0915,8.6636,2.0854,7.053,2.0583,2.1766,2.1782,3.8915,2.1383,4.6093,2.0217,2.0775,2.0222,2.0521,2.1152,2.2547,2.0898,2.5561,5.7776,7.4137,3.3851,2.0737,1.9841,2.1398,2.1777,2.0603,9.31,10.121,9.2043,9.2007,10.173,10.064,9.5895,10.186,9.0715,10.095,2.0879,2.0546,2.0155,1.9735,2.0635,2.0176,2.0412,2.03,2.1023,2.1088
2.0638,2.4093,2.5454,2.5064,2.5953,2.3732,2.8571,2.4092,2.3836,3.3779,3.5387,2.3425,2.0951,2.1072,2.3095,2.3227,2.1778,2.3218,2.3536,2.2392,6.8617,7.1581,2.4387,2.343,2.3805,3.4446,8.1252,2.3358,4.0092,2.333,2.0693,2.3386,2.3435,2.3399,6.8035,5.0544,5.2836,3.9599,3.6628,2.3559,4.6435,2.3521,2.3544,2.1081,5.125,4.6438,5.8054,3.7928,7.2234,6.2903,2.7996,2.3344,2.2935,6.8739,2.3018,2.3295,2.0641,2.2024,2.2683,2.0509,2.1507,2.2591,2.335,2.3191
2.0703,2.1412,2.5964,2.0505,2.0227,2.1226,2.1005,2.1091,2.1623,2.1225,2.1901,2.1343,2.1059,2.1206,2.0809,2.0942,2.2021,2.0639,2.1105,2.0465,2.0867,2.1457,2.1002,2.1975,2.1519,2.0319,2.1576,2.2027,2.0585,2.0996,2.0768,2.0883,2.1273,2.1318,2.1032,2.1725,2.1983,2.135,1.9759,2.0984,2.0042,2.1834,2.1965,2.1196,2.1057,2.137,2.0383,2.2262,2.094,2.1274,2.0642,2.0941,2.1258,2.1332,2.1303,2.0921,2.0693,2.0089,2.0861,2.0545,2.0292,2.0777,2.1147,2.0926
2.0739,2.1862,2.0723,2.0844,2.5223,2.0883,2.2451,2.4675,2.3553,2.0999,2.2272,2.089,2.0947,2.1198,2.1499,2.2485,2.1595,2.1569,2.2167,2.0549,2.1068,2.1379,2.1261,2.2113,1.7992,2.0755,2.5542,2.657,2.1064,2.1832,2.2237,2.1284,2.1351,2.0956,2.3655,2.2873,3.1206,2.3469,1.987,2.1275,2.0578,2.1651,2.0808,2.419,1.8817,2.1313,2.8032,2.1672,2.0891,2.3559,2.2565,2.0976,2.1233,2.0967,2.287,2.1228,2.3468,2.0314,2.1119,2.2078,2.0642,2.0991,1.8276,2.1238
2.0968,1.7514,2.0127,1.9069,1.8035,2.104,1.7298,2.054,2.1314,2.085,2.0223,2.2499,2.7729,2.1294,2.1002,2.1083,2.1272,2.0637,2.1052,1.9608,3.5736,2.1296,2.6517,2.1728,2.1336,2.508,2.1408,2.1265,2.0447,2.108,2.1176,2.1335,3.8678,2.7268,2.5714,2.1873,2.2057,2.1144,2.0594,3.1758,2.0146,3.9762,3.4499,2.1126,2.0898,2.113,2.0346,2.1798,1.9872,1.9496,2.0597,1.7155,2.1061,1.754,2.172,2.1456,2.3396,2.4599,2.8137,2.6787,2.0877,2.6555,2.1179,2.1141
2.1186,2.1717,2.1051,2.1313,2.1196,2.2204,2.1539,2.1546,2.1748,2.1442,2.1349,2.1804,2.141,2.157,2.1413,2.1659,2.2106,2.1333,6.2088,2.1173,3.602,3.6151,4.4572,2.1792,8.3754,3.9411,2.7089,3.708,2.0639,2.1436,2.135,2.152,2.1767,2.1171,2.2065,2.1851,3.3862,2.1563,7.4374,6.3287,2.9963,8.8026,2.5657,2.1135,2.0952,2.153,2.0958,2.2091,2.158,2.2102,2.0744,2.1484,2.1522,2.4866,2.6017,3.3723,2.0728,2.0733,2.1451,2.1297,2.0991,2.1693,2.2096,2.6458
2.1594,2.2478,2.0977,2.1393,2.0932,2.2121,2.2114,2.2152,2.2468,2.1791,2.1073,4.4717,5.8541,5.7928,2.1826,2.1936,2.3031,3.3875,2.9095,2.1359,2.1808,2.2353,2.2044,2.2843,2.2921,2.1406,2.6607,2.3448,2.2607,2.1911,2.1624,2.1817,2.2273,2.237,2.1916,2.2605,2.2851,2.2268,2.0799,2.3475,3.0975,2.2926,2.2936,2.1936,2.206,2.2294,2.1223,2.3138,2.1742,2.2163,2.1524,2.1825,2.2155,2.2599,3.2546,2.5446,5.957,2.1019,2.7622,3.4609,2.3307,3.6923,3.8407,2.8654
2.1608,2.2346,2.1148,2.1501,2.1471,2.2142,2.1991,2.2167,2.2112,2.1802,2.162,2.2424,2.2025,2.2054,2.17,2.1971,2.2729,2.1825,2.2008,2.1454,2.1751,2.2281,2.1975,2.284,2.2266,2.1539,2.2419,2.2305,2.1502,2.1845,2.1719,2.206,2.2195,2.3242,2.2718,2.2292,2.2437,2.2181,2.0659,2.1893,2.1152,2.2705,2.2761,2.2045,2.1913,2.2128,2.1035,2.2726,2.1819,2.2124,2.1635,2.1881,2.1931,2.218,2.2151,2.194,2.179,2.0659,2.1784,2.1446,2.145,2.1704,2.2018,2.1893
2.2148,2.2859,2.1641,2.1999,2.1573,2.2643,2.2586,2.2651,2.2948,2.2332,2.1906,2.3031,2.2461,2.2628,2.2165,2.4514,2.3681,2.2113,2.2561,2.1747,2.2251,2.2819,2.2519,2.3458,2.3012,2.1952,2.2955,2.2978,2.1921,2.2389,2.2199,2.2263,2.2813,2.2879,2.2429,2.3125,2.3208,2.2718,2.8068,2.238,2.1605,2.3663,2.3587,2.2569,2.243,2.2755,2.1597,2.3483,2.2196,2.2652,2.2131,2.2378,2.2663,2.2692,2.2674,2.2437,2.2148,2.3032,2.2288,2.2,2.1826,2.2195,2.2594,2.2384
2.2231,4.6141,3.9863,3.6266,5.5964,2.4767,4.8665,5.1565,4.6707,5.5403,4.163,2.3004,2.3132,2.3428,2.2682,2.2424,2.3666,2.2209,2.3439,6.3055,4.3236,3.4139,2.2575,2.3182,5.1939,4.9002,2.3897,2.3377,5.1393,2.4484,2.2295,2.2939,2.3319,2.3772,2.2439,3.6234,2.4254,2.2759,8.7284,3.0762,5.07,2.334,4.5039,2.2644,6.9621,6.8745,5.3107,4.6175,8.2146,6.456,3.9203,5.6804,2.3547,7.2299,2.2749,2.2518,2.2949,2.1639,2.7623,2.2763,2.2549,2.2271,2.3223,2.247
2.2341,2.3265,2.1826,2.2226,2.1772,2.2858,2.2873,2.284,2.3278,2.2342,2.1786,6.5278,5.5417,4.9667,2.3654,4.0253,2.395,3.7663,2.3366,2.198,2.2396,2.3139,2.2868,2.7291,2.6319,2.171,2.3319,2.3231,3.2129,2.2626,2.2178,2.2572,2.2962,2.3262,2.2706,2.3465,2.405,2.3101,3.2544,2.2567,2.1421,2.3782,2.3718,2.2771,2.2719,2.3017,2.174,2.3904,2.2378,2.296,2.218,2.2309,2.2919,2.2997,2.2977,2.2734,2.252,3.5467,2.2501,3.3366,2.1891,2.2226,2.2823,2.5195
2.2424,2.3019,2.1786,2.2352,2.1706,2.2847,2.2793,2.2713,2.3791,2.2363,2.184,2.3031,2.2562,2.2551,2.2417,2.2408,2.3861,2.1229,2.2714,2.2319,2.2322,5.4189,3.9942,2.336,2.2847,2.597,3.8026,4.336,2.5987,2.2488,4.5829,2.2694,4.0501,4.6057,2.2415,5.45,4.5091,2.6115,8.7147,3.2503,2.1409,4.3966,6.4769,2.2607,2.2519,2.2667,2.1759,2.364,2.2332,2.2653,2.2133,2.2417,2.272,2.2759,2.2766,2.2487,2.2163,2.1302,2.2333,2.4155,2.1931,2.2312,2.26,2.2428
2.2575,2.1289,1.9801,2.021,1.9964,2.121,2.1128,2.111,2.1312,2.0873,1.9892,2.3228,3.1222,2.1125,2.0989,2.2248,2.1814,2.1143,2.11,2.0686,2.0557,2.1263,2.1144,2.1431,2.7494,1.9995,2.2153,2.1259,4.6959,2.0985,2.0443,2.1502,2.1271,2.1327,2.0946,2.1403,2.1339,2.1113,1.9706,2.1116,2.0211,2.181,2.1851,4.0415,2.0796,2.1213,2.0001,2.3881,2.0707,2.1166,2.0226,2.0525,2.111,2.126,2.2013,2.128,4.2535,4.6999,3.7271,3.2898,2.0685,4.2589,2.5102,2.0964
2.2725,11.814,11.616,11.285,12.012,11.281,11.355,11.894,12.027,11.847,11.577,2.342,2.3048,2.3185,2.5281,2.2934,3.6193,2.268,9.3415,12.736,6.9696,11.84,2.314,10.455,5.629,8.6399,11.837,9.302,5.6417,9.4737,7.312,2.3113,5.1701,2.361,2.3192,6.1401,11.415,12.065,9.5578,3.6717,3.8171,4.0117,4.2909,2.298,11.788,11.128,12.29,12.219,11.14,12.512,11.736,11.936,11.901,12.31,6.6303,2.3021,2.6213,4.6826,6.3619,5.1016,5.5412,2.6052,6.192,8.1841
2.3004,2.3768,2.2317,2.2535,2.2239,2.3351,2.3255,2.331,2.3525,2.2919,2.2382,2.3898,2.3181,2.318,2.2945,2.2979,2.3744,2.2972,2.3102,2.2594,2.2797,2.3843,2.3159,2.3769,2.3549,2.2396,2.402,2.3574,2.2741,2.3115,2.2989,2.3209,2.3366,2.3752,2.3146,2.3573,2.3728,2.3769,2.177,2.3037,2.1956,2.3959,2.407,2.7376,2.3239,2.3657,2.961,2.4002,2.3149,2.3526,2.3623,2.3018,2.4994,2.3491,2.3345,2.3083,2.2768,2.184,2.2926,2.2643,2.2218,2.2928,2.3549,2.3195
2.3044,2.9049,2.8226,2.7606,2.3517,2.8122,2.9175,2.8856,2.6937,2.7834,2.3561,1.7057,2.7984,3.5582,2.8552,2.3796,2.8557,2.824,3.1882,3.7595,2.7789,8.2253,3.4716,6.6871,7.0542,2.7532,5.8767,3.0257,2.7551,3.9658,2.853,3.0197,5.3419,2.975,2.6295,2.9035,5.9824,4.8725,4.5371,2.8689,2.8295,7.0339,2.8993,2.8923,2.8886,2.9386,2.8331,3.0923,3.3612,2.8907,3.6983,5.185,3.354,4.5682,2.6284,2.3947,2.7715,2.334,2.7833,2.3364,2.6696,2.5984,2.3959,2.361
2.3156,2.3864,2.2044,2.2737,2.2178,2.3491,2.3638,2.3516,2.378,2.318,2.2447,2.3862,2.5051,2.3672,2.3073,2.377,2.4221,2.2906,2.3337,2.2659,2.3171,2.3993,2.3654,2.4882,2.409,2.2495,2.3788,2.4269,2.2584,2.337,2.3031,2.476,3.0748,2.4853,2.3346,2.4442,2.4959,2.3538,2.1804,2.8702,2.7825,2.4245,3.2399,2.46,2.5105,2.3828,2.6845,2.5144,2.4002,2.418,2.2912,2.3188,2.3473,2.3793,3.0734,2.3439,5.8628,2.226,4.4927,3.1715,2.3007,2.7599,5.6687,2.3267
2.3225,2.7193,2.2965,2.3186,2.2738,2.3924,2.3821,2.3784,2.4216,2.3536,2.3339,2.4212,2.3704,2.3882,2.3403,2.36,2.4933,2.3265,2.3761,2.3126,2.3478,2.4099,2.3829,2.473,2.4253,3.67,2.4221,2.4321,2.2923,2.3635,2.3537,2.3385,2.4036,2.4197,2.3608,2.752,2.4945,2.4,2.2443,2.3494,2.277,2.471,2.4494,2.3826,2.3702,2.3982,2.3012,2.5021,2.3516,2.3913,2.3315,2.3631,2.3908,2.3962,2.3876,2.3652,2.3311,2.2661,2.3541,2.2872,2.2847,2.5329,2.3824,2.3514
2.3306,2.384,2.2652,2.2452,2.211,2.3764,2.3048,2.344,2.3595,2.3255,2.2629,2.3971,2.9236,3.2663,3.0963,2.8027,2.4962,2.3055,2.3564,2.2799,2.3345,2.3524,2.3685,2.3934,2.3838,2.2974,2.4443,2.3771,2.2934,2.3426,2.305,2.3512,2.5966,2.3729,3.1627,2.4435,2.6522,2.4057,2.2462,2.3318,2.2503,2.383,2.3866,2.3503,2.3268,2.3156,2.2866,2.3898,2.3312,2.3444,2.2887,2.3202,2.3353,2.3322,2.7953,3.246,3.9864,5.0657,3.6887,3.7802,3.5365,4.6691,2.856,2.5963
2.3355,5.1379,4.9486,4.7218,4.7143,3.1284,3.3193,4.3904,3.1458,5.5387,4.8933,2.4174,2.3689,2.8262,3.0963,2.5537,2.5011,2.3622,3.6501,6.7549,4.2993,5.0294,2.4111,5.3608,2.4478,7.962,7.7254,3.4738,2.3199,6.5233,2.3705,2.358,2.4786,2.4403,3.016,3.1291,6.8607,7.1284,3.0803,2.3938,1.8636,2.4605,2.4977,2.3814,5.2876,4.2087,4.2786,5.5292,5.6731,4.7851,5.7396,4.1307,5.8089,6.3167,2.3906,1.5201,2.3369,2.3433,2.3663,1.8105,2.3278,2.1242,2.3813,2.3606
2.3482,2.4133,2.3039,2.281,2.2355,2.3795,2.3695,2.3634,2.3888,2.3411,2.2493,2.4115,2.3669,2.3847,2.3492,2.3619,2.4813,2.3449,2.3668,2.2744,2.3511,2.386,2.3715,2.4204,6.9851,2.3016,2.3969,2.4141,2.3358,8.3066,8.5193,2.3269,2.3813,2.4152,2.3676,4.8801,2.4445,2.3697,7.4244,2.4699,2.318,9.5472,2.4136,2.3691,2.5026,2.3855,2.3112,2.5104,2.3227,2.3752,2.3504,2.3255,2.3688,2.3836,2.3824,2.3673,2.3457,2.2837,2.3396,2.3197,2.3096,2.3439,2.3665,2.3665
2.3575,2.5773,2.5648,4.2787,2.5039,2.4271,2.4053,2.6606,2.5357,2.368,2.5751,2.4418,2.3793,2.3874,2.3643,2.3645,2.4756,2.3306,2.3868,2.3521,2.4813,2.4212,2.3922,2.5085,2.5258,2.2888,2.4373,2.4265,2.3054,2.3717,2.5026,2.3592,2.4244,2.4647,2.3811,2.4354,2.5372,2.4035,2.2499,2.3725,2.2647,2.4794,2.5287,2.4031,2.3764,2.4361,2.3352,2.7283,2.352,2.408,2.3242,2.3704,2.3856,2.4082,2.6726,2.3801,2.346,2.2622,2.3604,2.3418,2.2904,2.3614,2.3974,2.3767
2.3604,8.9228,8.5639,9.6691,8.5795,4.7064,7.2802,5.1017,7.5313,8.9532,9.1828,2.4327,2.3872,2.395,3.0199,2.6274,2.9673,2.3561,2.9036,6.3599,2.4743,7.3389,2.7689,5.3796,6.3879,6.2561,8.771,3.0936,2.6263,7.3562,3.028,3.1056,4.7451,3.0433,2.3795,3.5052,7.1739,8.8436,6.4956,5.1725,6.0036,3.3215,2.4622,3.2315,13.421,13.23,12.736,13.26,14.015,12.953,12.113,12.341,12.293,13.964,2.7835,2.7193,2.3582,2.8103,4.3537,2.3459,2.7341,2.3624,2.7602,2.8491
2.3663,2.6082,2.5519,2.7429,2.4756,2.6278,2.5864,2.5772,2.5926,2.5664,2.8475,2.5312,2.5788,2.7361,2.9868,2.5703,3.1255,3.2397,2.5926,2.5223,2.5616,2.6266,2.5973,3.0517,2.5984,2.5245,3.1798,3.7562,2.1008,2.5632,2.5556,3.1349,2.5648,3.0404,2.5685,2.8806,3.6884,3.2777,2.4441,2.5199,2.5178,2.6105,2.5561,2.5732,2.5761,2.6145,2.5463,2.6245,2.5761,2.6017,2.5561,2.5684,2.6053,2.5621,2.588,2.5772,2.5538,2.5199,2.5443,2.5287,2.533,2.5552,2.4479,2.5634
2.3797,2.4241,2.3461,2.5264,2.4496,2.4077,2.4201,2.4041,2.4332,2.3798,2.5508,2.3477,2.0652,2.4048,2.3783,2.8574,2.1688,2.3754,3.6423,2.2914,2.2596,2.338,3.8226,2.4477,2.0795,2.3401,2.5527,2.2872,2.3414,2.3889,2.3711,2.39,3.1372,3.255,2.3167,2.4303,2.4926,2.4355,2.2473,2.395,2.3041,3.4576,2.502,2.4004,2.398,2.307,3.2272,2.4369,2.2627,2.4093,2.0454,2.2671,2.4076,2.247,3.4701,2.4035,2.8483,3.6007,3.7224,2.8602,2.3851,3.6703,2.4222,2.7838
2.385,2.0976,2.1624,2.1143,2.1509,2.1468,2.141,2.1446,2.0879,2.1572,2.066,2.2652,2.5407,2.8585,2.1808,2.7042,2.3658,4.2299,2.211,2.0622,6.2315,2.1897,4.8399,2.2546,5.5509,2.0729,2.2162,2.2456,3.0609,2.7716,6.0086,4.0235,5.8385,4.0734,5.386,2.1816,2.2098,2.1813,6.7369,5.0768,3.3803,3.0743,6.3764,2.0322,2.1713,2.0542,2.0473,2.2907,2.1724,2.1901,2.1232,2.1099,2.1802,2.1538,2.5184,2.2288,2.164,3.7609,2.1678,3.5378,2.3924,2.1968,2.2306,2.1772
2.3951,2.4921,2.3386,2.3772,2.3514,2.4418,2.4341,2.4368,2.4845,2.4086,2.3675,2.4706,2.4169,2.4325,2.3952,2.422,2.5263,2.3564,2.4347,2.3713,2.407,2.4721,2.4344,2.5683,2.4592,2.766,2.4745,2.5468,2.3459,2.4139,2.3986,2.4212,2.4472,2.5269,2.4181,3.3248,2.5795,2.5791,4.3902,2.4274,2.6093,2.6416,2.5602,2.4341,2.4245,2.4529,2.3597,2.482,2.41,2.4398,2.3997,2.4106,2.4391,2.4446,2.4476,2.4222,2.3934,2.2739,2.4007,2.3774,2.3573,2.3914,2.4328,2.4192
2.4042,2.6551,2.934,2.7469,3.8475,2.6069,3.2498,2.693,2.6915,3.6733,4.3412,2.6108,2.4873,2.5126,2.4675,2.4772,2.6693,2.4717,2.6221,2.4816,2.4664,2.7271,2.5615,2.6211,2.5775,5.5184,2.6586,3.2554,2.4195,2.4871,6.2579,2.5071,2.5904,2.5998,2.4899,3.1552,2.9947,5.4077,6.764,2.5049,4.4338,2.6738,6.3561,6.6207,2.5427,2.5874,2.4606,2.687,2.5109,2.5155,3.2925,5.0339,2.6601,2.5847,2.5198,2.4835,2.4015,2.3229,2.4236,2.367,2.4057,2.4588,2.5046,2.5153
2.4058,2.4839,2.4184,3.5621,2.4287,2.4406,2.4667,2.4661,2.5575,2.5914,2.9414,2.4841,2.4086,4.387,2.4552,2.5614,2.7248,2.4492,2.6602,4.0875,2.4382,2.4666,2.4502,2.5357,2.4934,2.4438,2.4927,2.4836,2.4126,2.4529,2.8628,2.4113,2.4829,2.474,2.4577,2.6258,2.5106,2.4698,3.3944,2.7733,2.4654,2.7381,2.3384,2.4604,2.4331,2.4503,2.4082,2.5655,2.3877,2.4606,2.362,2.3914,2.4672,2.4675,2.5892,3.2256,3.2153,2.7043,3.7513,2.3423,2.4069,2.4331,2.4576,3.0284
2.4143,2.4596,2.2747,2.3186,2.3499,2.4137,2.416,2.4402,2.4564,2.3831,2.436,3.1609,2.4225,2.4323,3.6526,2.6791,2.4846,2.4053,2.4032,2.386,3.0917,2.4388,2.4063,2.4826,2.5754,2.3648,2.4534,2.4731,2.404,2.41,2.4121,2.4188,2.4238,2.4506,2.4164,2.4679,2.4789,2.4303,2.2989,2.4185,2.3529,2.5026,2.4858,2.4053,2.4219,2.4224,2.3478,2.4978,2.3811,2.4335,2.3394,2.3677,2.416,2.4477,2.4442,2.4218,2.3651,2.3728,2.409,2.3861,2.3719,2.3999,2.4257,2.7442
